Player,NF,RW,Salary,Actual
E. Cernak,5.5,5.92,5200,0
C. Ceci,5.3,4.62,4800,1.5
A. Cirelli,7.9,3.57,5800,6.5
M. Joseph,5.3,4.25,2000,4.1
K. Yamamoto,3.9,4.91,2000,2.8
C. Perry,7.1,3.18,2000,14.5
W. Foegele,4.9,4.08,2000,1.5
J. Rutta,5.2,2.46,5000,0
P. Bellemare,4.0,2.30,2000,0
R. McLeod,3.3,2.94,4200,3
W. Lagesson,3.2,2.69,3800,1.5
C. Sceviour,3.0,1.77,4000,0
B. Perlini,3.1,1.79,3000,0
D. Ryan,3.6,1.59,4400,5.6
T. Raddysh,4.2,1.14,2600,3
P. Maroon,0.0,2.03,2800,16.3
C. Foote,0.0,1.27,4600,6.9
M. Niemelainen,3.0,1.03,2000,1.3
B. Elliott,0.0,0.45,10000,0
M. Koskinen,0.0,0.40,9400,0
P. Broberg,3.3,0.68,2200,1.5
G. Smith,1.5,0.00,2000,0
T. Benson,2.2,0.00,2000,1.5
B. Seabrook,4.6,0.00,2000,0
D. Raddysh,4.6,0.00,2000,0
A. Sustr,3.2,0.00,2000,0
K. Turris,3.4,0.00,3200,0
D. Shore,2.9,0.00,3400,0
B. Katchouk,4.0,0.00,2000,0
V. Arvidsson,10.2,10.94,9400,23
A. Kempe,10.5,9.36,8200,4.3
S. Wedgewood,11.4,13.70,10400,11.9
J. Quick,14.9,10.18,11200,0
P. Danault,6.5,8.99,8400,12.3
C. Keller,9.1,9.38,8800,14.5
A. Kopitar,10.2,10.46,9600,5.6
T. Moore,7.9,8.15,7000,13
A. Iafallo,8.3,8.33,8600,7.3
D. Doughty,10.8,9.51,9200,1.5
J. Chychrun,7.5,8.09,8000,2.6
S. Gostisbehere,7.3,7.06,7600,2.8
L. Crouse,6.5,6.32,4800,0
D. Brown,6.8,6.59,6000,1.5
N. Schmaltz,7.6,6.70,5600,9.3
A. Galchenyuk,4.9,5.69,5000,2.6
P. Kessel,7.0,6.15,6400,10.5
M. Roy,7.2,5.30,7200,10.6
A. Athanasiou,8.1,3.05,6200,2.8
A. Kaliyev,6.4,3.72,2000,4.5
N. Ritchie,6.0,2.79,2000,0
S. Durzi,6.1,4.94,6800,1.3
D. Mayo,5.3,4.94,4600,8.4
K. Capobianco,4.3,2.36,2000,0
M. Anderson,4.7,4.63,4400,9.1
L. Eriksson,3.0,3.49,3000,6.9
T. Boyd,5.3,4.88,5400,0
A. Stralman,5.3,2.32,5200,2.6
O. Maatta,4.6,3.60,3600,6
C. Fischer,3.3,2.17,2200,1.5
J. Moser,5.6,3.62,4200,7.6
B. Lemieux,5.1,2.43,3200,6.5
B. Lizotte,4.6,2.43,2000,12.8
Q. Byfield,3.2,2.00,2000,0
A. Roussel,2.6,1.62,3400,0
B. Hayton,4.4,1.68,2000,14.1
T. Bjornfot,4.5,1.27,2000,2.8
L. O'Brien,2.6,1.49,3800,3
J. Larsson,5.4,0.00,5800,0
K. Vejmelka,0.0,0.72,10400,0
C. Petersen,0.0,0.63,11600,10.9
V. Soderstrom,3.9,0.00,2000,0
C. Wolanin,3.7,0.00,2000,0
C. Grundstrom,5.6,0.00,2000,0
J. Jenik,5.5,0.00,2000,0
J. Moverare,4.4,0.00,2000,0
S. Fagemo,4.1,0.00,2000,0
R. Nash,2.2,0.00,2800,1.5
V. Kolyachonok,3.3,0.00,2000,5
R. Kupari,3.1,0.00,2000,0
A. Turcotte,2.9,0.00,2000,0
J. Swayman,15.4,14.50,10600,33.8
B. Marchand,11.9,13.26,9800,16
D. Pastrnak,13.0,12.60,10200,14.5
J. Quick,14.2,11.80,10000,-7.7
P. Bergeron,10.4,10.67,9200,24.5
T. Hall,9.1,9.01,7600,17.8
A. Kopitar,8.5,8.27,8400,6
V. Arvidsson,7.9,8.50,8800,1.5
C. McAvoy,9.1,7.79,8000,10
D. Doughty,8.9,7.42,8600,1.3
A. Kempe,7.0,7.44,7800,8.6
A. Iafallo,6.9,6.59,7400,2.8
J. DeBrusk,6.4,6.31,5800,48.5
T. Moore,6.1,6.44,6600,3
C. Smith,6.9,6.77,6200,9.5
P. Danault,5.4,7.11,7200,4.3
C. Coyle,5.6,6.54,5000,6.3
M. Reilly,6.6,6.00,5400,4.3
D. Brown,7.6,5.04,4800,4.5
M. Roy,6.4,4.65,6400,0
M. Grzelcyk,0.0,5.89,6800,2.6
E. Haula,4.7,5.22,4600,22.8
S. Durzi,5.2,4.23,5600,14.2
M. Anderson,4.1,4.09,2000,2.8
B. Carlo,4.9,4.72,2000,4.1
A. Kaliyev,4.7,3.14,3600,3
O. Maatta,4.3,3.42,2000,4.3
D. Forbort,4.7,1.91,3800,1.5
B. Lizotte,4.9,2.21,2200,1.5
B. Lemieux,4.1,1.98,2000,4.5
T. Nosek,4.2,2.40,4400,2.8
C. Clifton,3.7,1.37,2800,2.6
Q. Byfield,3.2,1.65,2000,3
N. Foligno,3.7,2.19,3400,3
C. Grundstrom,4.3,1.57,2400,2.8
T. Frederic,3.3,1.76,4000,2.8
T. Bjornfot,4.5,1.14,2000,2.8
A. Athanasiou,6.1,0.00,5200,0
J. Froden,3.3,0.94,2600,1.5
L. Ullmark,0.0,0.71,10400,0
C. Petersen,0.0,0.68,10000,0.7
J. Moore,5.3,0.00,2000,0
R. Kupari,3.7,0.00,2000,0
C. Lazar,3.7,0.00,2000,0
J. Studnicka,3.6,0.00,2000,0
J. Moverare,3.6,0.00,2000,0
S. Fogarty,3.5,0.00,2000,0
C. Wolanin,3.5,0.00,2000,0
U. Vaakaninen,4.5,0.00,3000,0
C. Hughes,4.0,0.00,2000,0
S. Fagemo,3.1,0.00,2000,0
A. Turcotte,3.1,0.00,2000,0
A. Blidh,3.3,0.00,2000,0
J. Eichel,10.8,11.23,9600,6
L. Brossoit,10.9,11.41,11000,6
J. Gibson,13.1,11.13,10800,3.5
J. Audy-Marchessault,10.1,9.38,7400,19
T. Terry,9.6,9.41,8600,11.5
S. Theodore,9.5,9.17,8200,12.3
A. Pietrangelo,9.3,9.27,9000,25
R. Smith,8.7,8.07,5800,5
C. Stephenson,6.7,8.31,5000,5
T. Zegras,7.7,7.74,8800,13
R. Rakell,7.2,7.15,7200,6.5
K. Shattenkirk,7.1,7.16,7600,10.8
A. Henrique,7.8,6.83,7800,1.3
C. Fowler,7.7,6.31,8000,14.1
W. Karlsson,5.2,7.00,5400,7.8
N. Hague,5.4,6.96,4000,1.5
R. Getzlaf,5.9,6.24,6200,7.3
J. Silfverberg,5.1,6.21,4200,12.8
E. Dadonov,0.0,7.03,4800,8
H. Lindholm,6.6,5.45,7000,2.8
J. Drysdale,6.8,5.34,6600,6.5
N. Roy,5.3,5.54,3800,21.5
Z. Whitecloud,5.4,5.19,4600,17.5
S. Milano,5.7,4.92,5600,1.5
B. McNabb,4.5,3.02,5200,0
D. Grant,4.3,2.78,2000,5
K. Kolesar,4.2,2.78,3600,2.8
B. Howden,4.3,2.66,2000,0
W. Carrier,4.6,2.44,2600,6.5
I. Lundestrom,4.4,2.40,4400,2.8
S. Carrick,3.8,2.24,3000,1.5
N. Deslauriers,2.8,2.27,2000,12.6
B. Guhle,3.0,2.28,3400,0
B. Hutton,4.5,1.89,2000,14.3
S. Steel,3.9,2.01,2200,1.5
M. Amadio,4.3,1.54,2800,25.6
M. Pacioretty,12.4,0.00,9200,0
S. Benoit,3.0,1.17,2000,1.5
J. Rondbjerg,3.7,1.06,2000,0
D. Coghlan,6.4,0.00,2000,3
B. Rafferty,4.4,0.00,2000,0
N. Patrick,4.7,0.00,3200,0
J. Manson,4.2,0.00,2000,0
A. Stolarz,0.0,0.58,10600,0
B. Kindopp,3.7,0.00,2000,0
M. Comtois,3.6,0.00,2000,0
B. Groulx,3.6,0.00,2000,0
R. Lehner,0.0,0.67,11200,0
J. Perreault,3.5,0.00,2000,0
J. Mahura,3.0,0.00,2400,0
A. Barkov,13.3,15.10,11200,21
J. Huberdeau,12.6,13.97,9600,9.5
A. Ekblad,13.5,11.33,9000,8.6
S. Bobrovsky,13.5,13.19,10800,14.4
S. Bennett,8.8,11.37,8800,16.5
M. Seider,7.8,9.91,8400,11.4
S. Reinhart,10.0,9.62,7800,17.3
C. Verhaeghe,10.4,8.91,7000,8
T. Bertuzzi,9.2,8.68,8000,13
M. Weegar,9.0,8.65,7600,12.8
A. Lundell,9.3,8.56,6400,30.5
A. Duclair,11.1,9.14,7400,13
T. Greiss,7.6,10.22,9200,-4.9
D. Larkin,12.0,10.32,8200,8.6
M. Marchment,8.3,7.99,7200,10
R. Fabbri,6.4,7.05,5800,11.3
G. Forsling,7.6,6.70,5600,2.6
F. Hronek,6.8,6.20,6000,0
P. Suter,6.2,6.21,6200,4.3
L. Raymond,8.4,6.92,6600,2.8
B. Montour,6.5,5.87,4800,6.5
R. Gudas,5.2,4.89,4000,5.6
P. Hornqvist,10.4,4.22,4400,3
V. Namestnikov,4.7,4.60,5000,1.5
F. Zadina,6.0,5.11,5400,10.5
N. Leddy,5.8,4.90,3600,1.3
F. Vatrano,7.9,3.63,5200,9.5
M. Staal,5.0,1.68,3200,1.3
T. Stecher,3.4,2.16,2000,0
J. Oesterle,5.4,5.16,2000,0
N. Acciari,4.7,2.79,2000,0
A. Erne,4.0,2.50,2000,0
S. Gagner,5.4,2.48,2000,4.5
M. Rasmussen,4.5,2.28,4200,4.1
E. Luostarinen,3.8,1.64,2000,1.3
C. Rowney,2.7,1.86,2000,0
J. Veleno,4.0,1.96,3800,5
L. Carlsson,3.9,0.89,2000,12.8
J. Johansson,0.0,0.45,10600,0
D. DeKeyser,4.1,0.00,4600,6.3
A. Nedeljkovic,0.0,0.52,9400,7
M. Kiersted,3.6,0.00,2000,0
A. Heponiemi,3.2,0.00,2000,0
G. Lindstrom,5.3,0.00,3000,7.6
R. Lomberg,4.9,0.00,2400,0
M. Mamin,4.7,0.00,2600,0
G. Smith,2.2,0.00,2200,0
D. Renouf,2.5,0.00,2000,0
O. Juolevi,2.8,0.00,2000,0
D. Kuemper,11.6,13.67,10200,-2.1
N. MacKinnon,11.8,12.70,11400,26.3
E. Lindholm,9.9,9.70,8400,29.3
M. Rantanen,12.1,11.01,8800,7.3
T. Toffoli,9.5,8.71,6400,5.8
N. Kadri,10.2,10.33,9400,21.8
J. Gaudreau,9.6,9.33,8600,27.3
J. Markstrom,13.1,10.14,9800,0
G. Landeskog,10.9,9.22,8200,14.5
M. Tkachuk,12.1,8.87,8000,22.3
C. Makar,10.0,9.37,9000,9.3
D. Toews,9.8,7.80,7600,5.6
M. Backlund,5.7,7.33,5600,3
A. Mangiapane,8.1,7.64,7200,2.8
N. Hanifin,7.2,6.36,6600,12.9
B. Coleman,5.8,7.29,5800,3
V. Nichushkin,9.8,6.10,6000,15.6
R. Andersson,7.3,7.19,7000,2.8
S. Monahan,5.6,5.90,4800,4.5
C. Tanev,5.4,5.80,5000,8.4
A. Burakovsky,7.4,6.99,6800,12.8
M. Lucic,4.4,3.66,2600,4.1
A. Newhook,5.8,4.97,4400,6.5
S. Girard,5.6,5.57,5400,0
O. Kylington,4.7,4.78,6200,9.9
E. Johnson,5.7,2.21,5200,8.4
N. Zadorov,4.9,2.20,3400,12.3
J. Compher,5.2,2.53,4600,3
T. Jost,3.5,1.99,2200,1.3
J. Johnson,3.9,2.74,2400,0
T. Lewis,4.5,2.43,3600,7.3
E. Gudbranson,4.4,2.67,4200,12.8
D. Helm,4.4,1.42,3800,0
L. O'Connor,4.7,1.89,2000,2.8
N. Aube-Kubel,3.4,1.42,2000,2.8
B. Richardson,3.1,1.67,3000,0
R. Murray,3.3,1.37,3200,1.3
B. Ritchie,2.8,1.35,2000,0
P. Francouz,0.0,0.58,10000,13.2
D. Vladar,0.0,0.35,9600,18.6
A. Ruzicka,3.5,0.00,4000,0
K. Sherwood,3.7,0.00,2000,0
K. MacDermid,2.3,0.00,2800,0
M. Stone,3.4,0.00,2000,0
D. Dube,4.4,0.00,2000,0
J. Barron,4.4,0.00,2000,0
J. Gross,2.8,0.00,2000,0
N. MacKinnon,11.4,12.87,10800,38
N. Kadri,10.6,10.63,9400,14.5
P. Francouz,13.3,12.12,10000,14.4
S. Varlamov,12.0,11.56,9800,16.3
G. Landeskog,10.5,9.23,8400,14.3
M. Rantanen,13.8,11.14,9000,10.5
B. Nelson,8.4,8.40,7800,14.5
C. Makar,12.1,9.37,9200,42.6
D. Toews,10.5,7.64,8000,22.5
N. Dobson,7.1,8.45,8600,21.8
R. Pulock,4.7,8.08,7600,7.8
A. Beauvillier,7.2,7.79,6400,11
A. Burakovsky,8.4,7.13,7400,5
J. Pageau,6.4,7.44,5600,9.3
O. Wahlstrom,8.3,5.72,5400,1.5
K. Palmieri,5.7,6.65,4600,7.8
A. Pelech,5.0,6.29,6200,4.3
S. Aho,5.1,6.20,4800,1.5
Z. Parise,5.5,7.38,4200,4.5
S. Girard,6.3,5.31,7200,0
V. Nichushkin,8.1,6.28,6600,4.1
K. Bellows,5.3,4.74,3800,1.5
J. Bailey,5.6,5.18,4000,1.5
A. Greene,4.6,4.29,5000,2.8
A. Newhook,6.8,5.15,5200,8
J. Compher,5.2,2.54,4400,18.2
E. Johnson,5.8,2.08,5800,5.8
S. Mayfield,5.0,3.01,6800,2.8
C. Cizikas,4.3,2.87,3400,10
N. Aube-Kubel,4.3,1.43,2000,2.8
T. Jost,3.2,2.02,2000,1.5
M. Barzal,10.3,0.00,8200,0
L. O'Connor,4.2,1.91,3000,8
J. Johnson,3.9,2.51,2600,5.6
C. Clutterbuck,3.9,2.32,3200,4.5
M. Martin,3.5,2.02,2800,2.8
R. Murray,3.4,1.26,2000,9.9
A. Lee,5.4,0.00,6000,30.8
D. Kuemper,0.0,0.67,10200,0
I. Sorokin,0.0,0.60,10000,0
O. Koivula,4.3,0.72,2200,0
K. MacDermid,1.9,0.70,2000,0
J. Gross,3.8,0.00,2000,0
D. Helm,3.3,0.00,2000,7.3
K. Sherwood,3.1,0.00,2000,0
J. Barron,4.5,0.00,2000,0
R. Johnston,3.0,0.00,2400,0
M. Koskinen,9.4,12.19,9800,7.7
J. Markstrom,14.2,12.62,10400,21.4
T. Toffoli,10.5,9.37,6000,20
J. Gaudreau,11.4,10.37,8400,18
C. McDavid,13.5,11.93,10800,4.5
E. Kane,9.2,9.12,8200,6
Z. Hyman,7.5,9.77,7800,3
A. Mangiapane,9.8,8.12,7200,8
L. Draisaitl,11.6,10.64,9600,1.5
E. Lindholm,12.1,10.74,8800,9.3
D. Nurse,8.3,8.64,9200,14.7
M. Tkachuk,13.0,9.74,8000,6.5
B. Coleman,7.1,7.77,5600,1.5
M. Backlund,6.9,7.82,5800,12.7
R. Andersson,7.2,7.31,7600,1.5
N. Hanifin,6.9,6.56,7000,8.6
C. Tanev,5.9,5.71,5200,2.6
K. Yamamoto,4.3,5.64,4200,0
O. Kylington,5.9,4.81,6000,4.3
D. Keith,5.3,5.04,6200,1.3
W. Foegele,4.6,4.26,4400,0
R. McLeod,3.9,3.62,2000,0
S. Monahan,6.1,3.60,4600,2.6
C. Ceci,5.3,4.55,4800,7.3
T. Lewis,4.1,4.49,2000,1.3
E. Gudbrandon,4.5,2.76,5000,1.5
E. Bouchard,6.9,0.00,7400,0
N. Zadorov,4.2,2.26,2000,3
M. Lucic,4.0,2.21,2000,4.1
D. Dube,4.4,2.21,2400,4.5
W. Lagesson,3.3,1.21,2000,3
Z. Kassian,0.0,1.86,2000,0
D. Ryan,3.4,2.13,3400,9.3
B. Ritchie,2.8,1.39,3200,0
M. Niemelainen,2.8,1.03,2600,0
K. Turris,2.8,1.17,3000,0
P. Broberg,3.1,1.15,4000,4.5
D. Shore,2.8,1.12,3600,11.5
D. Vladar,0.0,0.50,10200,0
S. Skinner,0.0,0.47,9800,0
T. Benson,2.5,0.79,2000,0
M. Stone,5.6,0.00,2000,0
B. Malone,1.7,0.00,2200,4.5
C. Sceviour,3.3,0.00,2000,1.5
A. Ruzicka,5.0,0.00,2000,6.5
B. Richardson,2.7,0.00,2000,0
V. Vanecek,11.2,12.20,10000,13.7
A. Ovechkin,13.2,10.82,10600,21.5
E. Lindholm,10.3,9.61,9600,28.8
D. Vladar,13.1,9.61,10200,1.4
J. Gaudreau,9.8,9.26,9000,11
J. Carlson,9.7,8.66,9200,2.6
M. Tkachuk,9.8,8.55,8200,4.5
E. Kuznetsov,9.2,8.37,8400,8
T. Toffoli,9.8,8.01,7400,12.3
A. Mangiapane,8.0,7.31,7800,6.3
M. Backlund,6.1,7.52,5800,1.5
T. Wilson,7.8,6.54,7000,8
T. Oshie,6.5,6.80,6400,3
N. Backstrom,7.3,6.54,6000,5
R. Andersson,7.1,6.59,8000,12.6
B. Coleman,5.4,6.81,6200,6.5
N. Hanifin,7.6,6.01,7600,6
C. Sheary,5.7,5.84,5000,19
D. Orlov,6.9,5.19,6600,1.3
A. Mantha,5.2,5.59,5400,13
C. Tanev,4.6,5.21,5600,5.6
O. Kylington,6.3,4.22,7200,14.5
N. Jensen,5.5,4.18,3600,19.3
J. Schultz,4.2,4.44,2000,3
M. Fehervary,4.4,4.25,4800,2.6
S. Monahan,5.8,3.24,4600,0
N. Dowd,5.1,2.54,3800,11.5
E. Gudbranson,4.6,2.46,5200,1.5
T. van Riemsdyk,5.8,2.11,2000,1.3
G. Hathaway,5.3,2.07,4200,2.8
L. Eller,5.0,2.05,4000,3
T. Lewis,3.9,2.32,2000,1.5
N. Zadorov,4.4,2.05,3000,1.5
D. Dube,4.7,1.77,3200,8
M. Lucic,3.5,2.00,2000,1.5
C. McMichael,4.7,1.47,3400,1.5
A. Ruzicka,4.3,1.51,2000,10
A. Jonsson-Fjallby,3.3,0.63,2200,8
D. Sprong,4.8,0.00,2000,0
M. Stone,4.4,0.00,2800,0
J. Markstrom,0.0,0.59,10400,0
I. Samsonov,0.0,0.59,9800,0
M. Irwin,3.9,0.00,2000,0
A. Alexeyev,3.4,0.00,2000,0
B. Richardson,2.6,0.00,2400,0
B. Ritchie,2.5,0.00,2000,0
T. Meier,12.5,11.75,10400,7.1
J. Quick,13.1,10.48,10800,6.2
A. Kopitar,10.2,9.26,8200,11.4
A. Kempe,9.0,8.92,8000,7.3
B. Burns,8.4,8.86,9400,17.6
T. Hertl,8.8,8.65,8600,24
L. Couture,9.2,8.06,8400,12.3
Z. Sawchenko,0.0,9.78,10000,18.6
P. Danault,7.0,7.71,7000,26
E. Karlsson,8.9,6.87,7200,15.8
A. Iafallo,8.0,6.87,7200,5.8
A. Athanasiou,6.6,6.98,5200,19.5
T. Moore,6.1,6.97,6200,29.5
M. Roy,7.6,6.46,7800,7.3
A. Kaliyev,6.3,6.48,2000,4.3
S. Durzi,5.7,6.61,6600,7.1
R. Balcers,5.3,6.59,2000,0
D. Brown,7.5,5.59,2000,2.8
N. Bonino,4.2,5.94,4600,11.3
A. Barabanov,5.9,5.29,5800,18
O. Maatta,3.6,4.85,2000,11.9
J. Dahlen,5.1,3.85,2600,10.8
J. Middleton,4.1,3.96,5400,16.4
N. Gregor,5.9,3.26,5000,1.3
J. Megna,3.7,3.56,2000,3
T. Bjornfot,3.8,3.45,2800,1.5
J. Anderson-Dolan,3.7,2.98,4000,1.3
B. Lizotte,5.5,2.28,4400,0
C. Grundstrom,6.1,2.02,3200,0
J. Moverare,4.9,1.71,5600,1.3
M. Vlasic,4.1,1.81,3600,2.6
M. Nieto,3.7,1.87,2000,1.5
Q. Byfield,3.6,1.78,2000,0
A. Cogliano,3.8,1.65,2000,0
D. Doughty,9.9,0.00,9200,0
J. Gadjovich,1.5,1.76,2000,0
J. Spence,0.0,1.85,3400,4.3
R. Merkley,3.4,1.33,4200,0
S. Reedy,3.2,1.29,2000,4.1
N. Meloche,4.5,0.00,3800,1.3
A. Raksa,4.3,0.00,2000,0
N. Merkley,4.1,0.00,2000,0
C. Petersen,0.0,0.62,10800,0
R. Dzingel,3.9,0.00,4800,0
S. Fagemo,3.8,0.00,2000,0
A. Stalock,0.0,0.52,10000,0
L. Andersson,3.1,0.00,2000,0
A. Turcotte,3.1,0.00,2000,0
J. Viel,2.9,0.00,2000,0
R. Simek,2.6,0.00,3000,0
S. Varlamov,12.8,14.79,10400,17.9
C. Hellebuyck,13.2,12.67,11000,9.1
K. Connor,12.1,11.55,10000,14.3
M. Scheifele,9.7,9.05,9600,4.1
B. Nelson,9.4,8.72,7800,20.6
P. Dubois,8.6,8.78,9000,1.5
N. Ehlers,10.8,8.30,7600,12.3
N. Dobson,9.2,8.38,8600,16.4
B. Wheeler,7.2,8.57,8200,14.5
A. Beauvillier,7.4,8.19,6200,13
A. Lee,8.3,7.93,5600,11.5
R. Pulock,6.0,7.98,8000,11.8
J. Pageau,5.7,7.87,6000,11.3
Z. Parise,5.2,7.32,5000,1.5
J. Morrissey,7.2,6.57,7400,4.5
K. Palmieri,5.9,6.91,4600,8
A. Copp,7.6,6.06,7000,7.3
N. Pionk,7.3,5.59,7200,10.6
A. Pelech,5.9,5.80,6400,9.1
P. Stastny,6.0,5.67,5200,6.3
J. Bailey,5.6,5.00,4000,29
A. Lowry,4.9,4.96,4200,1.5
E. Svechnikov,4.1,4.34,3800,1.3
B. Dillon,4.3,3.81,2400,9.9
D. DeMelo,4.3,3.65,2000,16.4
O. Wahlstrom,6.1,3.00,4400,0
S. Mayfield,5.3,2.77,6600,4.3
N. Schmidt,6.1,2.21,5800,6.9
C. Cizikas,3.6,2.88,3000,5
L. Stanley,4.7,2.21,2000,1.3
Z. Chara,4.6,2.21,2000,3
K. Bellows,4.7,2.18,3200,3
A. Greene,4.2,2.15,5400,12.7
C. Clutterbuck,3.3,2.29,2000,11.5
M. Martin,2.9,1.97,2000,0
M. Barzal,10.2,0.00,8400,3
D. Toninato,2.4,1.42,2000,0
J. Harkins,2.8,0.85,2800,1.5
K. Vesalainen,2.5,0.74,2000,0
S. Aho,4.9,0.00,4800,0
I. Sorokin,0.0,0.77,10600,0
V. Heinola,4.4,0.00,2600,0
A. Brooks,3.9,0.00,2000,0
E. Comrie,0.0,0.55,10800,0
J. Kovacevic,3.2,0.00,2000,0
R. Johnston,2.5,0.00,3600,0
C. Suess,0.9,0.00,2000,0
O. Koivula,0.6,0.00,2000,0
D. Kuemper,16.1,17.91,10600,26.1
N. MacKinnon,13.1,14.32,11000,9.5
M. Rantanen,14.1,12.86,8800,26.4
N. Kadri,12.1,11.97,9000,1.5
C. Makar,10.1,10.56,9400,7.8
A. Kopitar,8.8,8.96,8200,1.5
A. Kempe,8.6,8.55,8000,2.8
D. Toews,9.8,8.41,8400,4.1
A. Burakovsky,7.7,7.46,6600,5
P. Danault,6.1,7.79,7200,7.3
V. Nichushkin,7.4,7.26,7400,18
A. Kaliyev,5.4,7.67,4800,3
T. Moore,6.2,7.15,6200,4.5
J. Quick,0.0,8.05,9800,6.3
A. Iafallo,6.9,6.41,7000,3
S. Durzi,4.9,6.77,7600,1.3
A. Newhook,6.3,5.62,4400,8.6
J. Compher,4.2,5.25,5000,12.8
O. Maatta,3.4,5.09,4200,2.6
E. Johnson,5.9,4.33,5600,14
G. Vilardi,2.3,4.99,3600,3
C. Wolanin,4.1,3.60,2000,2.6
J. Spence,4.6,3.48,4600,8.4
R. Murray,3.1,3.52,2000,1.3
M. Frk,6.2,2.79,2000,3
B. Lizotte,5.2,2.41,2000,1.5
L. O'Connor,5.1,2.10,2000,1.5
A. Strand,4.1,2.31,2000,1.3
C. Grundstrom,4.6,2.19,2000,1.5
Q. Byfield,3.6,1.93,3400,3
R. Kupari,3.2,1.94,2000,1.5
C. Petersen,10.7,0.51,10000,0
D. Helm,3.5,1.54,2000,4.3
J. Moverare,4.1,1.36,5200,2.6
J. Johnson,3.4,1.35,3200,2.6
N. Aube-Kubel,4.6,1.04,3800,1.5
G. Landeskog,11.4,0.00,8600,0
K. MacDermid,1.5,0.87,3000,0
M. Roy,4.9,0.00,7800,0
P. Francouz,0.0,0.76,10400,0
J. Barron,4.7,0.00,2000,0
J. Gross,4.5,0.00,2000,0
T. Bjornfot,3.6,0.00,2400,0
A. Turcotte,3.5,0.00,2000,0
S. Fagemo,3.2,0.00,2000,0
L. Andersson,3.0,0.00,2200,0
K. Sherwood,2.9,0.00,2000,0
A. Vasilevskiy,13.9,15.76,10800,19.3
N. Kucherov,10.9,12.80,10400,18
S. Stamkos,14.2,11.87,9000,23.6
V. Hedman,11.6,10.22,9400,30.3
B. Point,11.6,10.07,9200,11.5
M. Sergachev,8.7,8.29,8400,7.3
A. Killorn,8.9,7.65,7200,3
P. Grubauer,0.0,8.96,9800,13.5
O. Palat,7.9,6.67,6600,9.3
R. Colton,6.1,6.80,5600,3
R. McDonagh,5.8,6.45,7600,3
A. Cirelli,7.0,6.02,6000,11.3
J. McCann,0.0,7.23,8000,10.5
J. Schwartz,0.0,7.21,7800,5.8
Y. Gourde,0.0,6.89,6200,15.8
C. Perry,6.7,5.25,2400,6
E. Cernak,4.4,5.53,5200,4.3
J. Eberle,0.0,6.49,7400,8
C. Blackwell,0.0,6.24,2000,1.5
V. Dunn,0.0,6.10,6800,9.3
J. Rutta,4.2,4.14,3000,4.3
M. Appleton,0.0,4.81,3600,0
A. Larsson,0.0,4.56,6400,6.9
C. Soucy,0.0,4.38,5400,2.8
M. Johansson,0.0,4.34,4800,1.3
J. Oleksiak,0.0,4.31,4000,1.3
M. Geekie,0.0,4.06,2000,1.3
P. Bellemare,4.3,2.87,2000,3
M. Joseph,4.8,2.66,2000,1.5
R. Donato,0.0,3.39,5000,1.5
J. Lauzon,0.0,3.37,3200,5.6
T. Raddysh,4.9,1.57,2000,0
P. Maroon,0.0,2.29,2600,1.5
Z. Bogosian,4.4,1.26,2000,4.3
R. Sheahan,0.0,1.60,3800,9.9
K. Lind,0.0,1.03,3400,1.5
D. Raddysh,4.8,0.00,2000,0
B. Seabrook,4.7,0.00,2200,0
B. Katchouk,4.4,0.00,4200,0
B. Elliott,0.0,0.58,10600,0
C. Driedger,0.0,0.40,9600,0
G. Smith,1.9,0.00,2000,0
A. Barkov,11.9,12.53,10600,15.5
S. Knight,0.0,15.01,10200,5.6
J. Eichel,9.2,10.54,9000,12.3
J. Huberdeau,11.5,9.64,9400,1.5
A. Ekblad,10.4,9.41,9200,25.1
S. Reinhart,11.1,9.19,7600,13
J. Audy-Marchessault,8.4,9.73,7800,12
A. Pietrangelo,7.5,9.86,8200,1.5
S. Bennett,10.0,8.85,8600,14.1
S. Theodore,8.7,9.00,7000,14.7
M. Weegar,7.4,8.26,7200,18.7
A. Duclair,8.6,7.04,6000,9.5
C. Verhaeghe,7.7,7.18,5000,15.8
C. Stephenson,6.8,7.39,5200,3
M. Marchment,7.5,6.96,6800,4.5
G. Forsling,6.2,6.55,4000,0
W. Karlsson,6.4,6.47,4400,11.5
L. Thompson,0.0,7.57,10000,18.6
B. Montour,5.9,5.48,4800,0
Z. Whitecloud,5.3,5.51,6600,2.6
N. Roy,5.9,5.36,2000,11.5
R. Gudas,4.4,5.25,3800,1.3
W. Carrier,5.2,5.05,2000,5.6
E. Dadonov,0.0,5.72,2200,24.3
N. Patrick,4.5,4.65,2000,4.3
P. Hornqvist,8.5,3.71,4200,1.3
D. Coghlan,4.4,3.78,3400,7.3
M. Mamin,4.3,3.24,3600,2.8
N. Acciari,4.5,2.93,2000,3
S. Bobrovsky,13.3,0.73,10200,0
K. Kolesar,5.2,2.25,2000,6.3
E. Luostarinen,5.3,1.88,2000,10.8
M. Amadio,4.4,1.99,2000,8
J. Thornton,4.2,1.69,2000,1.5
B. Howden,0.0,2.30,2000,11.3
L. Brossoit,9.9,0.43,10000,0
M. Janmark,0.0,2.06,2000,1.3
P. Lindbohm,4.7,0.82,2400,2.6
N. Hague,5.0,0.00,5400,0
B. McNabb,4.4,0.00,4600,0
